Subject,Body
BsebResult.In Tweeted: Bihar Board Exam 2023 Class 10th Result Date ...,"Your Highlights BsebResult.In - BsebResult Bihar Board Exam 2023 Class 10th Result Date likely to be Announced Today BSEB BiharBoard Bihar BiharNews Read more at Twitter ---------- Xeno - XenoPanther I don't think this is the intention of the rswdatpedr branch SE Designed for the special needs of K-8 students Read more at Twitter ---------- Microsoft Teams - MicrosoftTeams Are you ready for the new Teams? It's faster, simpler, smarter, and more flexible than ever. Read more: MicrosoftTeams Read more at Twitter ---------- Jez - JezCorden Update: Confirmed. Read more at Twitter ---------- XboxSeriousXS - XboxSeriesXS Xbox, Bethesda and Activision at E32023... Read more at Twitter ---------- armaanzunaid - junnukitech Hey Youtube Team, My friend channel is Suspended without any Reason, He already aware with all the copyright Rules and Community Guidelines. I Request you to please Review this problem in Depth. Thankyou Channel URL - YouTubeIndia YTCreatorsIndia Read more at Twitter ---------- See more on Twitter ----------"
You have an invitation,"Hi Ambarish, Id like to join your professional network Shete Aboli Virendra Attended Dr. Babasaheb Ambedkar Technological University Pimpri Chinchwad 6 connections in common See all connections in common: Accept: View profile:"
You have 1 new invitation,You have 1 new invitation View invitations:
Duplakappa Tweeted: COMING TO XBOX!!!,"Your Highlights Duplakappa - duplakappa COMING TO XBOX!!! Read more at Twitter ---------- FUN - FunnyAnar This cow is gonna be added. Here is the proof. Read more at Twitter ---------- Pop Hive - thepophive Selena Gomez and Zayn Malik are officially dating. Read more at Twitter ---------- Andrej Karpathy - karpathy Good example of us not seeing max GPT-4 capability yet, imo. Prompt design, tool use, meta cognition strategies (eg idea of attempt, critique, retry, capabilities model, etc) are very likely to go a long way. Read more at Twitter ---------- Ice universe - UniverseIce You may have to reevaluate it, after the update push at the end of March. Read more at Twitter ---------- It's FOSS - Linux Portal - itsfoss2 carbonOS is an open operating system that is set to feature GNOME. Read more at Twitter ---------- See more on Twitter ----------"
You have 49 notifications about Jay and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 42 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
AllYourTech Tweeted: Breaking: Elon Musk is now dating GM CEO Mary B...,"Your Highlights AllYourTech - blovereviews Breaking: Elon Musk is now dating GM CEO Mary Barra Read more at Twitter ---------- - momika233 S3N4T0R-0X0 The warehouse has been deleted and I have made a backup. AM0N-Eye is the most advanced Red Team & Adversary Simulation Software in the current C2 Market. Read more at Twitter ---------- Alanah Pearce - Charalanahzard My second ever merch run is AVAILABLE NOW, with TheCreatorClash just under three weeks away . Its all limited run/while stocks last only, grab yours at . Read more at Twitter ---------- HackGit - hackgit Offensive AI Compilation A curated list of useful resources that cover Offensive AI. cybersecurity infosec pentesting redteam Read more at Twitter ---------- Kubetools - kubetools KUI: A Better Way to Manage Kubernetes Resources Read more at Twitter ---------- Mads - Madsfive What's up fellow Hades enjoyers Read more at Twitter ---------- See more on Twitter ----------"
Elon Musk Tweeted: Big congratulations to the Tesla Germany team!!,"Your Highlights Tesla liked Elon Musk - elonmusk Big congratulations to the Tesla Germany team!! Read more at Twitter ---------- Linus Tech Tips - LinusTech you can tell Yvonne wears the pants in the house cause Linus is literally naked Read more at Twitter ---------- Ivan Velichko - iximiuz Days since I rewrote almost every backend component: 0 And... iximiuz Labs are out! Fire up a Linux server in under 5 seconds: - Ubuntu - Alpine Linux - Rocky Linux - Kubernetes (K3s) - Docker - nerdctl containerd BuildKit And more to come, including courses Read more at Twitter ---------- Arduino liked Edge Impulse - EdgeImpulse Based on RenesasGlobal's RA4M1 Cortex-M4 MCU, the newly announced Arduino UNO R4 boasts a 3X performance increase over the R3 plus, an EspressifSystem ESP32-S3 module for Wi-Fi connectivity! Read more at Twitter ---------- Fake History Hunter - fakehistoryhunt Twitter is full of gems like these. Read more at Twitter ---------- Arduino liked Yaseer S Mikail - yasmiks12 Leaning how to work with arduino and microcontrollers was one of my most exciting life experiences, cheers to all Makers around the world and Happy ArduinoDay2023 to y'all keep making, keep innovating and making difference. arduino make MicrochipMakes digikey Read more at Twitter ---------- See more on Twitter ----------"
Ninad Mishra Tweeted: Bypassing Email Filter which leads to SQL I...,"Your Highlights Ninad Mishra - NinadMishra5 Bypassing Email Filter which leads to SQL Injection Bypassing Email Filter which leads to SQL Injection SQL Injection in Email Address (username) Source : credit:TodayCyberNews bugbountytips bugbounty bugbountytip Read more at Twitter ---------- Ukraine Weapons Tracker - UAWeapons Ukraine: At least two Russian fuel trucks at a logistical point were destroyed by high-precision M982 Excalibur artillery strikes of the Ukrainian army in Kulykivka, Luhansk Oblast. Read more at Twitter ---------- Xbox Battle Grounds - xboxBG Call of Duty is coming home Read more at Twitter ---------- RSBN - RSBNetwork President Trump dances off stage after a huge, ENERGETIC rally in Waco, Texas! Read more at Twitter ---------- christine golic - NDmom Read more at Twitter ---------- Arduino liked Kristian Hans - KristianHans13 And my Arduino journey has officially started ArduinoDay2023 tmeeducation Arduino ArduinoDay zetech Read more at Twitter ---------- See more on Twitter ----------"
Framework Tweeted: Sorry Linus,"Your Highlights Framework - FrameworkPuter Sorry Linus Read more at Twitter ---------- PhantomOcean3 - PhantomOfEarth The (hidden) File Explorer Gallery has gained a neat improvement in 23419 - it can now automatically refresh when you delete/edit (example: rotate) an image to show any changes instead of continuing to show the unedited/deleted image until you manually refresh Read more at Twitter ---------- Ben Coates - bencoates1 In Paris, a new Everything Is Fine gif is born Read more at Twitter ---------- Suzi Hunter - TheSphereHunter I just got sent this. One week Im being called stupid and woke for liking Ashleys hot topic outfit the next Im being called a weirdo for making a joke out of CAPCOM PUTTING TITTY PHYSICS ON ASHLEY. Like, I didnt put it in the game! Yo fuck this website. Read more at Twitter ---------- Arduino - arduino Introducing the Arduino UNO R4! The board preserves the well-known features of the UNO family while offering unprecedented performance and possibilities thanks to its RenesasGlobal RA4M1 32-bit Cortex-M4 MCU. Subscribe to the waiting list now! Read more at Twitter ---------- Game Pass Counter - gamepasscounter NEXT WEEK: XboxGamePass March 28th: MLB The Show 23 March 30th: Infinite Guitars Read more at Twitter ---------- See more on Twitter ----------"
Emma Bostian Tweeted: Some personal news: were married!,"Your Highlights Emma Bostian - EmmaBostian Some personal news: were married! Read more at Twitter ---------- Eric Idle - EricIdle No offence but fuck off. Read more at Twitter ---------- Flipper Zero - flipperzero Don't forget how to reboot your Flipper Zero if it freezes. Especially important for those who use an unstable dev firmware version: simultaneously press and hold left and back buttons Read more at Twitter ---------- Willow Creative - WillowCreativ Using this wolf set to adjust the design. Ears angle needs to be sharper but im happy with the new design for them Read more at Twitter ---------- VixXi - VickiCocks15 If you watch the bottom left corner of the PIP, you can just see the moment SpaceX tested their GSE fire suppression system. davidgojr HoopCam Hoop2Cam Read more at Twitter ---------- Chris Avellone - ChrisAvellone The case concerning the allegations made against me in 2020 has been resolved. You can find the joint statement here: I understand that Ms. Barrows has requested to retract her statements to the media about me. Read more at Twitter ---------- See more on Twitter ----------"
Fares Walid Tweeted: Bypassing email verification tip !! If th...,"Your Highlights Fares Walid - SirBagoza Bypassing email verification tip !! If the verification url containing the email, like: Try to change the email param value !! It may be validating the verification token and activating any email with it !! BugBounty bugbountytip bugbountytips Read more at Twitter ---------- Ninad Mishra - NinadMishra5 1. ./dirsearch.py -u target -e php,html,js,xml -x 500,403 2. found 3. clone & use 4. ./svn-extractor.py --url --match database.php 5. result in output dir and just open it credit:faizalabroni bugbountytips Read more at Twitter ---------- N - nav1n0x SQL Injection on JSON body POST request. It took me some time, but finally found the right technique and injection point. sqlmap -r request.txt --level5 --risk3 --force-ssl --ignore-code500 --dbs SQLInjection BugBounty Read more at Twitter ---------- Linus Tech Tips - LinusTech huge thank you for your patience and support everyone Read more at Twitter ---------- Idle Sloth - IdleSloth84 Xbox/Bethesda Activision/Blizzard Read more at Twitter ---------- Xeno - XenoPanther I've not had this happen before. Both of my devices share the same spotlight image Read more at Twitter ---------- See more on Twitter ----------"
People with skills in Data Structures follow these creators,"Ambarish, people skilled in Data Structures are following these creators. Follow to see interesting content in your feed. 103,151 followers Amazon Software Engineer 100K Followers Google Summer of Code'19 Google Code-In Mentor'19 Ex DSC Lead Android developer 108,023 followers SDE-2Walmart Ex- SDE Intern Walmart Global Tech 124,936 followers 162,256 followers Founder - TLE Eliminators ICPC World Finalist AIR 1 - Google Kick Start Former Intern Goldman Sachs IIIT Delhi'23 86,529 followers ....................................."
Bilgin Ibryam Tweeted: The Three Pillars of Quality Engineering Micr...,"Your Highlights Bilgin Ibryam - bibryam The Three Pillars of Quality Engineering Microservices Read more at Twitter ---------- Nagli - naglinagli The team at OpenAI just fixed a critical account takeover vulnerability I reported few hours ago affecting ChatGPT. It was possible to takeover someone's account, view their chat history, and access their billing information without them ever realizing it. Breakdown below Read more at Twitter ---------- Colton Potter - coltonpotter For the record, it actually wasn't me this time. Shoutout to our team, and to all of you. I go sleep now. Read more at Twitter ---------- 7odamo - 7odamo If the subdomain is not listed in-scope then it's OOS, Even if the subdomain isn't in the OOS section :) Read more at Twitter ---------- Carl Pei - getpeid ""Nothing Ear (2) is a superior product to the third-gen AirPods in most of the ways that matter. They look cooler, have more features, and sound better by virtue of including ANC."" Read more at Twitter ---------- Diablo - Diablo Do it for Wolf Pup. Read more at Twitter ---------- See more on Twitter ----------"
Anu Srivastava Tweeted: Powering up before our LIVE AI/ML twitter sp...,"Your Highlights Google Cloud Tech liked Anu Srivastava - asrivasdev Powering up before our LIVE AI/ML twitter space this morning stephrwong warrenbarkley Read more at Twitter ---------- Gabe Follower - gabefollower Ragdolls now actually interact with each other, thanks to the new Rubikon physics engine CounterStrike Read more at Twitter ---------- Owlet SotFest 2023 - OwletinSoT The Sea of Thieves picture wall got my boat stolen. Thanks, Rare. SeaofThieves Read more at Twitter ---------- - rez0 This morning I was hacking the new ChatGPT API and found something super interesting: there are over 80 secret plugins that can be revealed by removing a specific parameter from an API call. The secret plugins include a ""DAN plugin"", ""Crypto Prices Plugin"", and many more. Read more at Twitter ---------- Google Cloud Tech liked Stephanie Wong - stephrwong Glad todays GenerativeAI space was audio-only bc someone pointed out later my shirts on backwards. I keep doing this If you missed the space, check it out here: Read more at Twitter ---------- XboxSeriousXS - XboxSeriesXS BREAKING: The UK's CMA has provisionally concluded that Microsoft's Activision Blizzard deal will not result in a substantial lessening of competition in console gaming services"" because Microsoft is unlikely to withhold Call of Duty from PlayStation Read more at Twitter ---------- See more on Twitter ----------"
Marcel Pociot Tweeted: ChatGPT can now browse the web thanks to p...,"Your Highlights Marcel Pociot - marcelpociot ChatGPT can now browse the web thanks to plugins What's even crazier is the fact that everyone can now start building custom plugins for ChatGPT and make their own data accessible. Read more at Twitter ---------- 7h3h4ckv157 - 7h3h4ckv157 Another ATO tactic: Unicode Normalization infosec bugbountytip bug BugBounty bugbountytips CyberSecurityAwareness cybersecuritytips Hacking Read more at Twitter ---------- Gabe Follower - gabefollower Well, I was kinda right? In the official video project was still called CS:GO Source 2, they renamed it few days before the public announcement Read more at Twitter ---------- Arduino - arduino An experimental low-cost ultrasonic drone positioning system: Read more at Twitter ---------- Larry the Cat - Number10cat Im fighting fit! Read more at Twitter ---------- Sony Prophet 5 - E3waitfor2020 More bad news for Xbox as the FTC administrative law judge orders Activision and Microsoft to comply with document requests from Complaint Counsel. Xbox XboxGamePass Read more at Twitter ---------- See more on Twitter ----------"
INC - Immigration News Canada Tweeted: BREAKING: March 23 - Surpris...,"Your Highlights INC - Immigration News Canada - CanadaImmigra20 BREAKING: March 23 - Surprise ExpressEntry ""No Program Specified"" Draw Sent record 7,000 PR Invites CRS Cut Off Score drops by 6 points Check details and score distribution in Express Entry pool as of March 22! Read more at Twitter ---------- kefi - kefimochi Just signed my job offer!! Read more at Twitter ---------- Arduino - arduino This remote sensor system determines if water is good for drinking: Read more at Twitter ---------- Adobe liked Adobe Substance 3D - Substance3D We're excited to announce a new partnership with EpicGames to provide creators with powerful tools to create and modify games using Substance 3D. GDC23 Learn more about what makes this partnership so epic : Read more at Twitter ---------- Diablo - Diablo This was meant to be private... Read more at Twitter ---------- Panos Panay - panospanay The new WhatsApp for Windows app is now available, check it out and let us know what you think! Read more at Twitter ---------- See more on Twitter ----------"
OpenAI Tweeted: We are adding support for plugins to ChatGPT exten...,"Your Highlights OpenAI - OpenAI We are adding support for plugins to ChatGPT extensions which integrate it with third-party services or allow it to access up-to-date information. Were starting small to study real-world use, impact, and safety and alignment challenges: Read more at Twitter ---------- Linus LinusMediaGroup - linusgsebastian Yes I know -- Read more at Twitter ---------- Init 5 - ReebootToInit5 Good morning SQL injection Sqli Read more at Twitter ---------- Android liked Ada Nduka Oyom - Kolokodess The googlechrome Android enterprise team at google made a video to celebrate a few women around the world redefining the world and yours truly got featured!! This just brought a whole new perspective to me on how Im really out here making history! I get so immersed in Read more at Twitter ---------- yashalovebot - marisharaygun proof that critical role is scripted (not clickbait) Read more at Twitter ---------- Farah Hawa - FarahHawaa Is it just me who can't see any hacktivity links being indexed? Read more at Twitter ---------- See more on Twitter ----------"
"Nothing Tweeted: This is Ear (2). Mighty in sound, mighty in natur...","Your Highlights Nothing - nothing This is Ear (2). Mighty in sound, mighty in nature. Out now: Read more at Twitter ---------- Carl Pei - getpeid OUT NOW!!! Read more at Twitter ---------- ELDEN RING - ELDENRING ELDEN RING update 1.09 is now available. Full patch notes can be viewed here: Please apply this patch to continue playing ELDENRING online. Read more at Twitter ---------- HackerOne liked Sirat Sami (analyz3r) - siratsami71 Yay, I was awarded a 500 bounty on Hacker0x01! TogetherWeHitHarder Read more at Twitter ---------- OSKOOL-G - oskoolg Gaming FTC Japan... Read more at Twitter ---------- Oklahoma Department of Wildlife Conservation - OKWildlifeDept soooooo. it looks like we forgot to add just one tiny little fact, my bad Read more at Twitter ---------- See more on Twitter ----------"
You have 57 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 50 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
Godfather Orwa Tweeted: ?? its was easy like 1...,"Your Highlights Godfather Orwa - GodfatherOrwa its was easy like 1 2 3 if get triaged will tweet about it Read more at Twitter ---------- BIGTREETECH - BigTreeTech Klipper is pre-installed on Pad 7 to enhance high-speed printing and ensure that it performs at its best! You'll also enjoy the convenience of being able to freely switch the core board (CB1/CM4) to fit your unique needs. Read more at Twitter ---------- N - nav1n0x Found an interesting blind SQL injection in a custom location search feature of a Private bbp. Interestingly the location coordinate search feature that uses a well known maps API is vulnerable to SQL injection, not sure if the app is buggy or the API. BugBounty Read more at Twitter ---------- Jessie Frazelle - jessfraz In honor of this, I would like to remind everyone that Ethernet cables are supposed to be yellow :) Read more at Twitter ---------- Tesla liked Tesla Europe - teslaeurope One year ago, we delivered our first made-in-Germany vehicles! hbd Giga Berlin Read more at Twitter ---------- Sheikh Rishad - sheikhrishad0 I responsibly hacked nlix and got these cool swags! ..the erasable notebook was cool! BugBounty Read more at Twitter ---------- See more on Twitter ----------"
Microsoft Loop Tweeted: The Microsoft Loop app has launched in previ...,"Your Highlights Microsoft Loop - MicrosoftLoop The Microsoft Loop app has launched in preview! Try it now: MicrosoftLoop Read more at Twitter ---------- Bob Pony - TheBobPony Did you know, Windows 11's ACTUAL SYSTEM REQUIREMENTS CHECK for Windows 11 Setup is: - TPM 1.2 (NOT 2.0) - At least TWO CPU cores (ANY CPU with 2 cores) - At least 4 GB amount of System RAM - At least has the OPTION in the UEFI to ENABLE Secure Boot (Secure Boot can be DISABLED) Read more at Twitter ---------- XboxSeriousXS - XboxSeriesXS ICYMI - Microsoft: 10 years is long enough for Sony to develop rival offerings to the Call of Duty franchise... Read more at Twitter ---------- HackerOne liked Aditya Singh - CyberBeast10100 Yay, I was awarded a 1,000 bounty on Hacker0x01! Thanks tuhin1729 TogetherWeHitHarder Read more at Twitter ---------- chompie - chompie1337 We conducted a patch diffing review of all the reported vulnerabilities in afd.sys indicated as Exploitation More Likely. Our review revealed that all except two of the vulnerabilities were a result of improper validation of pointers passed in from user mode. Read more at Twitter ---------- HackerOne liked Sirat Sami (analyz3r) - siratsami71 This month was awesome, Finally got 10k with the very good slacks team, and crushed my total bounties to 30k. Thank you SlackHQ & Hacker0x01 Read more at Twitter ---------- See more on Twitter ----------"
15 people noticed you,Your profile is looking great Your work and accomplishments are being recognized 15 profile views
Hammad Tweeted: Found another SQLi on Bugcrowd 's private prog...,"Your Highlights Hammad - Hammad7361 Found another SQLi on Bugcrowd 's private program ItTakesACrowd BugBounty bugbountytips bugbountytip Tip: Use this payload 0'XOR(if(now()sysdate(),sleep(15),0))XOR'Z In the value of every parameter and check if response delays according to the provided time in payload Read more at Twitter ---------- Tesla liked Elon Musk - elonmusk Tesla Powerwall enables your home to operate normally during a power outage Read more at Twitter ---------- HackGit - hackgit CEH-Exam-Questions cybersecurity infosec Read more at Twitter ---------- Jez - JezCorden Diablo 4 vs. Diablo 3 comparison pic shows just how big of an upgrade it is. via: Read more at Twitter ---------- Raspberry Pi - RaspberryPi Do NOT burst into a baby's room to see if they are asleep; let this only slightly creepy owl with magic eyes check for you. Cool dad, not regular dad, Caleb Olson made this baby sleep tracker with Raspberry Pi. Read more at Twitter ---------- Google Search Central - googlesearchc We're working on unifying the ranking updates page with Soon, the new ""Ranking"" section will show the active March 2023 core update, plus history up to 2020. We'll update this tweet once we're finished migrating. Read more at Twitter ---------- See more on Twitter ----------"
"The Figen Tweeted: When the baby lion's father got angry, his mother...","Your Highlights The Figen - TheFigen When the baby lion's father got angry, his mother immediately ran to her cub! Mother heart! Read more at Twitter ---------- HackerOne liked Anees Khan - spoofing Thanks Hacker0x01 Read more at Twitter ---------- Google Cloud and 1 others liked Sundar Pichai - sundarpichai We're expanding access to Bard in US UK with more countries ahead, it's an early experiment that lets you collaborate with generative AI. Hope Bard sparks more creativity and curiosity, and will get better with feedback. Sign up: Read more at Twitter ---------- Godfather Orwa - GodfatherOrwa bugbountytip bugbountytips i found phpmyadmin template on nuclei phpmyadmin-setup.yaml next step edit that template for /admin/ template endpoint was /pma/setup/index.php i found 2 on /admin/pma/setup/index.php happy hunting BugBounty Read more at Twitter ---------- Kelsey Hightower - kelseyhightower This is boss level activity. Read more at Twitter ---------- K3sDaily k3sdailymastodon.social - K3sDaily This repo covers Kubernetes objects' and components' details (Kubectl, Pod, Deployment, Service, ConfigMap, Volume, PV, PVC, etc.) and possible example usage scenarios (i.e. hands-on labs) Read more at Twitter ---------- See more on Twitter ----------"
"Stefan - CNC Kitchen Tweeted: If you own a BambuLab X1, you need this:","Your Highlights Stefan - CNC Kitchen - CNCKitchen If you own a BambuLab X1, you need this: Read more at Twitter ---------- Nicolai Josuttis - NicoJosuttis My ebooks C17, C20, and Move Semantics - The Complete Guides are available now in one bundle at: Read more at Twitter ---------- Yusuf Mehdi - yusufimehdi Introducing image creation in the new Bing and Edge. Now you can use Bing Chat to create images with just your words. Read more at Twitter ---------- Wololo - frwololo Picofly: The 3 Nintendo Switch hacking modchip is real, and its now available Read more at Twitter ---------- Xbox liked Xbox Game Pass - XboxGamePass coming soon to a screen near you Read more at Twitter ---------- pussy - LilNasX goodbye lgbt community, we had a great run. Read more at Twitter ---------- See more on Twitter ----------"
"Ambarish, add . DSM","Do you know . DSM? 18 mutual connections Yes, connect: More people you may know Vaidya Rutika Sagar Attended Dr. Babasaheb Ambedkar Technological University 7 mutual connections Huzaifa Farooqui Attended Mgm College Of Engineering & Technology 27 mutual connections Katkamwar Sanket Savinay Attended Mgm College Of Engineering & Technology 9 mutual connections Shivani Katkar student 12 mutual connections Ruturaj Khedkar . 4 mutual connections See more people you might know: You are receiving People You May Know notification emails."
Sayaan Alam Tweeted: Application was vulnerable to XSS but there was...,"Your Highlights Sayaan Alam - ehsayaan Application was vulnerable to XSS but there was a character limitation on First,Middle and last name parameters , So I split payload into three parts and it worked successfully and fired on multiple locations. This technique worked for me multiple timesBugBounty bugbountytips Read more at Twitter ---------- She-Rage, Princess of Pain - ClaireMax I managed to tie a Windsor knot Read more at Twitter ---------- steveklabnik - steveklabnik ""As part of this work, I even found two memory safety bugs in the DRM scheduler component that were causing kernel oopses ... Meanwhile, I still havent gotten any reports of kernel oopses due to bugs in the Rust code at all"" Read more at Twitter ---------- PeterOvo (808) - PeterOvo5 Before: Gamepass is destroying gaming. Today: PlayStation Plus is the best deal in Gaming. Read more at Twitter ---------- Ziostorm - Ziostorm1 An official Elden Ring infographic has been shared and showcases several Top 5s of the game such as hardest bosses, most used spells, and more! - Hardest boss: Malenia (no surprise) Most used spell: Rock Sling More below: Read more at Twitter ---------- Asahi Linux (AsahiLinuxtreehouse.systems) - AsahiLinux Time for another big update! If you've been wondering what has been cooking in Asahi land over the past 3 months, learn all about it from Lina's new blog post! Of course, besides the big GPU driver changes, we have a bunch of other improvements: Read more at Twitter ---------- See more on Twitter ----------"
You have 57 notifications about Jay and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 50 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Andrea Botez Tweeted: Im glad youre a fast runner, youll need it","Your Highlights Andrea Botez - itsandreabotez Im glad youre a fast runner, youll need it Read more at Twitter ---------- The Figen - TheFigen Animals are more grateful than many people. Read more at Twitter ---------- Rohit Kumar - krrohit210302 Tip - 10 How can you find CRLF Injection in just 10 Mins. 1- Collect all subdomains with amass, subfinder, assetfinder, etc. & save it. 2- Run Nuclei on sub.txt cat sub.txt nuclei -tags cves,osint,tech 3- and BOOM Read more at Twitter ---------- Neil deGrasse Tyson - neiltyson A brief... ANONYMOUS LETTER TO THE WORLD Read more at Twitter ---------- Diablo - Diablo The DiabloIV Open Beta is coming. We're giving away over 20k in Thumbtack services to take care of your Earthly duties while you descend into Hell. Comment your dreaded to-do list with Diablo4theWeekend for a chance to win. RULES: Read more at Twitter ---------- Ian Zelbo - ianzelbo So its official iPhone mute switch is gone. Say hello to the mute button Read more at Twitter ---------- See more on Twitter ----------"
memenetes Tweeted: what the CNCF sold me VS what I really get,"Your Highlights memenetes - memenetes what the CNCF sold me VS what I really get Read more at Twitter ---------- Mads - Madsfive The force fights with me ! My finished Bastila Shan cosplay ! May the force be with you Read more at Twitter ---------- Chris Bergin - NSF - NASASpaceflight Great news, OLM fans! That gap in the Orbital Launch Mount is now paneled. Read more at Twitter ---------- 7 Days to Die Official - 7DaystoDie Hooah and Thank you for your service. Here's a new Tier 4 Army Camp POI coming soon to Alpha 21. Great work by Level Designer Earl! Read more at Twitter ---------- Game Pass Counter - gamepasscounter RUMOR: XboxGamePass According to some images floating around 4chan, a slate of games are on their way to the service: Shin Megami Tensei 3 Shin Megami Tensei 4 Shin Megami Tensei 4: Apocalypse Shin Megami Tensei 5 Take it with a grain of salt for now, Read more at Twitter ---------- Xeno - XenoPanther Also, who wants to pause their updates for 18700 weeks (358 years)? Read more at Twitter ---------- See more on Twitter ----------"
You have an invitation,"Hi Ambarish, Id like to join your professional network Vaidya Rutika Sagar Attended Dr. Babasaheb Ambedkar Technological University Nanded 3 connections in common See all connections in common: Accept: View profile:"
"Sachin Soni Tweeted: BLE/WiFi Remote to control your Phone, Laptop o...","Your Highlights Sachin Soni - IMtechiesms BLE/WiFi Remote to control your Phone, Laptop or even your home appliances. - Project made using ESP32C3 Board from seeedstudio esp32com ESP32net Read more at Twitter ---------- publiclyDisclosed - disclosedh1 TD Bank disclosed a bug submitted by nicochess: hackerone bugbounty Read more at Twitter ---------- Sam Altman - sama not too late to do this! Read more at Twitter ---------- Khaled - TechKhaled My hot take 4G is better than 5G Read more at Twitter ---------- JNCASR Bangalore - jncasr . jncasr invites online applications for admission to postgraduate & research programmes 2023 Research Programmes - Ph.D /MS (Engg.)/ MS (Research) MSc in Chemistry MSc in Inter-Disciplinary Biosciences Integrated Ph.D Last date: 19 April 2023 Read more at Twitter ---------- Adan - durreadan01 I wanna see your Home Screen setup. Android, iPhone, Windows phone whatever you use, drop it below. Read more at Twitter ---------- See more on Twitter ----------"
You have 56 notifications about Priti and others,"View Notifications Go to Facebook Hi Manjusha, A lot has happened on Facebook since you last logged in. Here are some notifications you've missed from your friends. Manjusha Udgirkar 5 messages 2 friend requests 49 new notifications Thanks, The Facebook team Meta Platforms, Inc., Attention: Community Support, 1 Facebook Way, Menlo Park, CA 94025"
"Internal Tech Emails Tweeted: Mark Zuckerberg: ""Please Resign"" Sept...","Your Highlights Internal Tech Emails - TechEmails Mark Zuckerberg: ""Please Resign"" September 22, 2010 Read more at Twitter ---------- Osirys - osiryszzz I believe this is the highest I ever earned in a 2 week period. 16 submissions and 34k. 14/16 CVSS 9 Doing bb full time at times can be very stressful and not always rewarding, its period like this when you feel grateful as next month you might be back eating breadsticks. Read more at Twitter ---------- Muhammad Alharmeel - 0xMuhammad I attempted OSCP - I failed. I attempted OSCE - I failed. I attempted GIAC GSE - I failed........While looking for some stuff, I found my old GSE cert, and my entire cybersecurity journey flashed in my memory. My GSE journey started in 2007. After meeting the Read more at Twitter ---------- XboxSeriousXS - XboxSeriesXS Diablo IV Beta Comparisons Xbox already honoring parity XSX - 4K60FPS XSS - 1440p60FPS PS5 - 4K60FPS Loading: Three-way tie - 5:50 Read more at Twitter ---------- Windows Latest - WindowsLatest Microsoft Edge fails to deliver a good tablet experience (an area where legacy Edge succeeded) and clutters the browser with unwanted features Read more at Twitter ---------- Allen Holub allenholubmstdn.social - allenholub Amazon deploys every 12 seconds or so, even on Friday. Just sayin'. Read more at Twitter ---------- See more on Twitter ----------"
Ryder Cragie Tweeted: Apple have a battery drainer app.,"Your Highlights Ryder Cragie - RyderCragie Apple have a battery drainer app. Read more at Twitter ---------- Kanhaiya Sharma - krishnsec pov : you found new favourite bb program Read more at Twitter ---------- Zillow Gone Wild - zillowgonewild You never know whats going on inside a home, part 02934294. This one is in Ann Arbor, MI. Currently listed for 315,000. Read more at Twitter ---------- Amazon liked Nanni - Salviposa Amazon delivery person took this pic of my package Lmao so cute Read more at Twitter ---------- Bilgin Ibryam - bibryam ""Kubernetes as a platform vs. Kubernetes as an API"" An excellent write up on different reasons for using k8s on AWS by mreferre Read more at Twitter ---------- MrBeast - MrBeast Uploaded Read more at Twitter ---------- See more on Twitter ----------"
gibb0 Tweeted: Added in races! Also check out my patreon and help su...,"Your Highlights gibb0 - gibb09 ue4 gamedev spiderman indiedev ue5 Read more at Twitter ---------- MRD7 - mrd7 Day5/30: Time spent approx. 1 hr Bug found and reported: 0 Note: Spent some time in reading write ups. Low motivation for hacking today. Read more at Twitter ---------- MegaBoi - techtherapy01 Finally Max Tech admits that hes biased towards Apple. Read more at Twitter ---------- Ivan Velichko - iximiuz Spent yet another Saturday coding my learning-by-doing platform And you know what? I'll probably deploy it tomorrow - it looks pretty close to something I'd be ready to let alpha users test. Let's take learning Linux & Containers to the next level! Read more at Twitter ---------- NewsWire - NewsWireLK ""Dollar crisis is over"" CBSL Governor Read more at Twitter ---------- Home of DCU - homeofdcu (WARNING: SPOILERS FOR SHAZAM 2) Gal Gadot just got off the set of Aquaman 2 before filming her cameo for Shazam 2! ( Read more at Twitter ---------- See more on Twitter ----------"
